Record_ID;Date;Cocoa_Roasting_Level;Sugar_Granularity;Milk_Solid_Percentage;Nuts_Inclusion_Rate;Texture_Smoothness;Sweetness_Level;Cocoa_Source_Check;Flavor_Infusion;Shelf_Life_Test;Seal_Integrity;Barcode_Scan_Success;Box_Dimensions;Label_Readability;Nutritional_Info_Accuracy;Chocolate_Glossiness;Status
WX1464;01.08.2023;0,865350604;0,08;0,488020283;0,122566905;1813,688611;55401,17539;0,940679689;1,394433757;164,2104351;0,984747749;0,976936133;5,06683849;80,64474786;1103,081665;0,9113205;Okay
WX1465;07.08.2023;0,721447228;0,07;0,469185143;0,864402226;1513,62852;55259,42424;1,280376471;1,5813698;152,558188;0,818587193;0,972972587;5,031652456;82,37392701;731,4447074;0,828727501;Okay
WX1466;04.08.2023;1,180295151;0,05;0,491034242;0,728568046;1663,128263;55507,94826;0,858652802;1,718151714;175,5462845;0,790747628;0,99483986;5,076619065;82,27419813;1255,566661;0,846385709;Not Okay
WX1467;06.08.2023;1,223346373;0,06;0,646827526;0,366648654;1635,459688;55993,68331;0,956928749;1,252025493;164,5797601;0,908372301;0,976366986;5,064734685;79,01916755;586,8598865;0,919706782;Okay
WX1468;05.08.2023;0,177005114;0,07;0,463261671;0,401151469;1908,611811;55902,12997;1,036403197;1,584570288;160,9477361;0,842130866;0,981003739;5,131925124;78,37400279;-363,5253074;0,830192694;Okay
WX1469;01.08.2023;1,764431059;0,06;0,725878375;0,147542743;1825,455145;55283,95506;0,913309834;1,935054526;165,6454738;0,813560877;0,973859254;5,04899586;78,81339627;1996,503197;0,87515877;Okay
WX1470;01.08.2023;0,403581069;0,07;0,50613769;0,226333541;1797,343102;55196,71574;1,120584525;1,357452366;164,6263532;0,933338459;0,987983226;5,001190182;77,28542624;697,6313251;0,821544581;Okay
WX1471;05.08.2023;2,941846508;0,07;0,639996703;0,349161099;1685,707362;55476,95795;1,096535138;1,569053712;153,0951073;0,771781433;0,999024949;5,149479419;81,10409609;378,229925;0,824341585;Okay
WX1472;07.08.2023;2,128660497;0,06;0,614392611;0,410294391;1874,2067;55165,77451;0,736243877;1,624084646;151,5037802;0,90645248;0,983229479;5,100495285;78,89386198;1016,939066;0,81250621;Okay
WX1473;03.08.2023;0,531318502;0,08;0,343656312;0,595981131;1507,064255;55758,0313;0,957248646;1,88729837;170,3580616;0,816283078;0,980413679;5,042284295;80,78943189;659,6460668;0,805643963;Okay
WX1474;06.08.2023;2,061128725;0,06;0,364813233;0,38026588;1595,944252;55036,6126;1,16864952;1,310953172;164,6293941;0,778395111;0,988826135;5,084228547;79,18699317;823,1892922;0,896810097;Okay
WX1475;02.08.2023;0,550828878;0,06;0,432176923;0,863680411;1791,905376;55224,72574;1,083946979;1,872953102;150,7351103;0,979311461;0,987091127;5,091158988;77,73482446;1120,355959;0,903044247;Okay
WX1476;04.08.2023;0,133017563;0,07;0,345631629;0,374235368;1713,522898;55018,22081;0,976111806;1,673468984;170,0029944;0,774371189;0,970174046;5,181277183;83,48412376;327,1593318;0,804722857;Okay
WX1477;02.08.2023;4,084040437;0,07;0,458693781;0,853276288;1724,199056;55226,73825;1,137921351;1,716937308;171,1700499;0,816050174;0,975027564;5,003495505;78,78684354;1103,28896;0,889061718;Okay
WX1478;05.08.2023;1,321605283;0,07;0,502811796;0,683887754;1674,864875;55052,31225;1,102292806;1,066305634;179,100597;0,886327486;0,969329704;5,185976411;79,47117726;-499,7574117;0,819543839;Not Okay
WX1479;01.08.2023;0,761236253;0,07;0,564860947;0,819918033;1569,912478;55673,55232;1,202565966;1,356542021;168,9007974;0,718326672;0,979840873;5,007228614;79,98069428;145,5159535;0,840719793;Okay
WX1480;07.08.2023;0,633901765;0,06;0,518057641;0,662525748;1569,813023;55570,27383;0,7305977;1,117997794;158,2506421;0,730643296;0,968721219;5,197406997;82,11062217;678,2957417;0,810859682;Okay
WX1481;01.08.2023;0,490757677;0,06;0,500523978;0,55486723;1623,682113;55213,91388;1,021167758;1,561566496;157,1613071;0,888682195;0,992972551;5,101210917;79,32473543;664,3871044;0,830879623;Okay
WX1482;04.08.2023;4,98394484;0,06;0,602374129;0,507266227;1696,69005;55205,07718;1,096192985;1,837629081;163,7243713;0,877357583;0,977093608;5,088580881;78,36042577;1609,971779;0,861604276;Okay
WX1483;01.08.2023;0,180917045;0,07;0,588988318;0,333070537;1846,13285;55291,19351;1,10526433;1,409986857;152,7711029;0,880799692;0,99218748;5,145867418;78,64621674;753,8084911;0,914833615;Okay
WX1484;01.08.2023;0,47256487;0,06;0,690784125;0,338539189;1687,669449;55798,21292;1,253462934;1,22560406;164,8797917;0,877955578;0,996658048;5,005528336;79,18443056;1676,897239;0,859980669;Okay
WX1485;04.08.2023;0,830693922;0,05;0,518662384;0,278564675;1877,074035;55150,50327;0,946969931;1,304608294;159,8354769;0,950394593;0,985885967;5,166646539;79,64267221;981,9954127;0,906692513;Okay
WX1486;06.08.2023;0,812608524;0,08;0,25890218;0,408432663;1550,617015;55121,70082;1,177069087;1,573188366;174,8962139;0,799119955;0,986565772;5,18073932;80,06810179;1632,5844;0,806592503;Okay
WX1487;06.08.2023;0,796824843;0,06;0,542719862;0,201578406;1614,14465;55508,05033;1,171620582;1,767533176;170,8484166;0,752677246;0,973666329;5,012888146;80,80052744;-1528,922659;0,856215164;Okay
WX1488;04.08.2023;0,24165303;0,06;0,726903121;0,410084052;1529,619981;55864,95013;0,861317754;1,689860215;157,7003052;0,969228023;0,968463728;5,09376522;81,2994146;1274,794047;0,808363596;Okay
WX1489;07.08.2023;0,195718622;0,06;0,602598609;0,766994998;1714,210738;55224,111;0,860977959;1,942170483;164,3555252;0,867843083;0,990864023;5,071600195;80,98766982;1257,980299;0,834886614;Okay
WX1490;05.08.2023;0,367573931;0,06;0,625530007;0,796233829;1537,813564;55106,25629;1,265707135;1,883872295;171,5061792;0,936690203;0,981967265;5,147683086;79,22533536;1868,75505;0,805802986;Okay
WX1491;01.08.2023;3,074431053;0,06;0,509482987;0,614264298;1834,187341;55491,68856;0,894641571;1,104911979;155,1910803;0,757584916;0,999396811;5,152069108;80,44225039;2625,136719;0,844015677;Okay
WX1492;07.08.2023;0,149962518;0,05;0,591313665;0,30544784;1516,700757;55732,15488;0,948641264;1,703690355;179,0703568;0,839109632;0,982568906;5,11874431;80,75050398;338,7415154;0,851294307;Okay
WX1493;01.08.2023;1,770555955;0,05;0,630792853;0,292279583;1699,665239;55618,32234;1,062371012;1,393653846;152,751443;0,73546931;0,971890084;5,163189423;79,9219348;2940,032894;0,841157197;Okay
WX1494;05.08.2023;1,771191435;0,06;0,466574969;0,322343123;1676,658094;55418,16567;0,889942078;1,336143843;178,597985;0,729675392;0,977696486;5,133382666;79,05027541;-179,9198402;0,87396709;Okay
WX1495;06.08.2023;2,07440442;0,06;0,449921705;0,500031381;1584,9378;55040,39806;1,09708042;1,475880855;150,5007424;0,836261514;0,968003394;5,099487911;80,22454395;958,6196004;0,86361117;Not Okay
WX1496;07.08.2023;2,721213105;0,05;0,545470306;0,881155583;1746,478587;55300,59329;0,87366489;1,766266802;164,5035993;0,878525051;0,977958658;5,113019252;79,85169676;1565,598528;0,827050883;Okay
WX1497;03.08.2023;0,381520594;0,06;0,596926153;0,18734759;1662,161304;55919,25142;1,016397955;1,416787398;158,644784;0,978267568;0,966192842;5,061602143;81,71279774;971,1976416;0,825650468;Okay
WX1498;03.08.2023;0,31790498;0,06;0,224463097;0,500409676;1583,146061;55222,86246;1,035752356;1,821078918;179,0294697;0,71464886;0,970069818;5,08967848;79,35405194;782,3920266;0,856027024;Not Okay
WX1499;03.08.2023;0,783042688;0,05;0,480522063;0,645795489;1847,156375;55613,95464;1,180338731;1,471934791;175,6659671;0,811792516;0,98800362;5,18713158;79,47306477;2201,921745;0,829361622;Okay
WX1500;06.08.2023;0,385007631;0,08;0,304654575;0,29652872;1777,492106;55907,44274;1,216042615;1,060378497;177,0769811;0,921892324;0,969017218;5,149747544;81,11633413;-236,8051711;0,868491061;Okay
WX1501;06.08.2023;1,656781277;0,08;0,487742277;0,875289821;1505,104197;55488,10947;1,108956805;1,630347478;164,7511511;0,791192022;0,986142618;5,044588531;80,37071361;1121,489737;0,918355769;Okay
WX1502;05.08.2023;1,263044284;0,06;0,668961445;0,379217383;1710,783167;55446,27887;0,86200677;1,780779003;153,1740817;0,92587805;0,969623477;5,018343025;81,31315975;-261,7212059;0,801921942;Okay
WX1503;01.08.2023;2,599178814;0,05;0,437598164;0,845884489;1613,948816;55141,06395;0,978314896;1,315982242;157,4147227;0,98512838;0,980837879;5,013794869;80,39480712;-436,4083505;0,845781558;Not Okay
WX1504;05.08.2023;0,10795308;0,07;0,471391572;0,577884344;1884,347151;55980,61164;1,037709016;1,2221422;165,9274397;0,876561151;0,977783446;5,170375404;79,35066934;-205,4749265;0,891655426;Okay
WX1505;05.08.2023;3,08260612;0,07;0,566193577;0,103263546;1804,743957;55176,66961;0,878695972;1,640178185;161,6691222;0,775199712;0,983128215;5,167139927;82,85392715;2093,245441;0,832427855;Okay
WX1506;06.08.2023;0,434022302;0,08;0,599378533;0,34888971;1756,878173;55481,45776;1,264000103;1,352641923;159,8301265;0,878540862;0,980020503;5,063900913;78,02635448;141,6734953;0,85844984;Okay
WX1507;03.08.2023;0,843383679;0,06;0,595616663;0,117238916;1537,402714;55171,32941;0,765174517;1,905790122;159,0840732;0,790993762;0,973283179;5,002362354;80,60424079;55,73380514;0,827916836;Okay
WX1508;02.08.2023;0,721677482;0,07;0,503731795;0,405180584;1890,871284;55348,38349;1,200072612;1,766817237;157,0250507;0,750814713;0,991624589;5,085288268;79,98128894;2032,560821;0,883381973;Okay
WX1509;01.08.2023;1,785519682;0,08;0,557046684;0,846027225;1560,564523;55884,00881;0,955849892;1,461192915;166,1378503;0,937792544;0,965807663;5,067002703;78,50555734;446,8868909;0,814633087;Okay
WX1510;06.08.2023;0,681627515;0,06;0,552658333;0,723213616;1689,313589;55643,32072;1,267305788;1,975566268;170,6467146;0,898871802;0,971260558;5,025536325;81,07066401;457,1857885;0,89340282;Okay
WX1511;03.08.2023;3,593069643;0,05;0,42962543;0,596105705;1786,03746;55009,84425;1,019525337;1,344504804;170,7328085;0,955003295;0,965257006;5,039591885;80,98053075;3147,40428;0,858621564;Okay
WX1512;07.08.2023;2,910313095;0,06;0,324895463;0,530841635;1707,802985;55966,76247;1,137825264;1,444621593;151,3402361;0,961609069;0,970531046;5,120250521;81,5687324;208,4279672;0,822834738;Okay
WX1513;02.08.2023;2,57123101;0,05;0,410297573;0,398065539;1870,637415;55783,90749;1,140688877;1,648936759;150,8084523;0,80699451;0,978483169;5,143720654;80,91782699;435,570062;0,861869917;Okay
WX1514;02.08.2023;0,092405819;0,05;0,643873091;0,269231763;1850,84333;55997,53598;1,118802124;1,512032349;152,6170305;0,733757469;0,962072544;5,114266751;80,0422069;759,7499442;0,914026599;Not Okay
WX1515;06.08.2023;2,407397208;0,07;0,721321319;0,150019934;1556,854497;55762,8667;0,729626458;1,3443874;150,5323138;0,841447342;0,986265002;5,033412362;84,0349671;2939,78186;0,901118808;Okay
WX1516;04.08.2023;1,90198668;0,06;0,490898159;0,252117333;1759,407229;55764,85366;1,073303577;1,417789905;163,2123114;0,806359311;0,991986242;5,062434434;78,18484752;376,2545705;0,918134997;Okay
WX1517;01.08.2023;0,136589285;0,05;0,640018005;0,381216066;1521,925323;55699,3788;1,23688565;1,863680416;151,6101354;0,889989571;0,99214839;5,140951858;80,97662662;-865,9359333;0,839582002;Okay
WX1518;02.08.2023;0,14204097;0,08;0,470260183;0,515992893;1802,642553;55423,2461;1,206104782;1,198209356;163,0689368;0,952893454;0,962314195;5,016491291;80,7904898;1612,57107;0,917985324;Not Okay
WX1519;06.08.2023;0,133318095;0,06;0,534903312;0,263523117;1809,128787;55314,94525;1,248968309;1,317621414;160,1070351;0,883459459;0,977462178;5,136676858;81,89870989;-181,5537485;0,847197109;Okay
WX1520;06.08.2023;0,01424662;0,06;0,438579503;0,879462872;1644,686283;55525,1871;0,966632643;1,19851909;151,7582798;0,703232713;0,984465477;5,17094476;81,05339604;918,4987514;0,862954622;Okay
WX1521;03.08.2023;0,994346769;0,06;0,601454854;0,161480117;1830,369403;55178,23757;0,972759741;1,512209418;152,542153;0,881027563;0,988819622;5,158449729;80,73031508;-292,7597428;0,877163723;Okay
WX1522;07.08.2023;4,533286848;0,06;0,436138411;0,175833443;1774,135029;55722,43115;1,184912491;1,16089645;173,1626348;0,73873055;0,980011619;5,11511835;80,58299233;481,5434803;0,913724206;Not Okay
WX1523;04.08.2023;0,721840631;0,06;0,41073865;0,64608189;1711,701306;55997,31913;0,882081849;1,171137136;171,7336196;0,795005466;0,972253767;5,178893594;81,01857831;537,061282;0,898547523;Okay
WX1524;01.08.2023;0,972721113;0,08;0,504675099;0,704049263;1691,214473;55600,9345;1,159044387;1,834293223;158,5839377;0,772087945;0,985502812;5,011581693;82,49707898;2044,28467;0,888723303;Okay
WX1525;05.08.2023;4,301344963;0,06;0,581676642;0,877961175;1545,839012;55856,45753;1,002640616;1,703027571;153,8962974;0,850851203;0,985941588;5,106212985;78,46486801;-717,6879317;0,835488109;Okay
WX1526;07.08.2023;0,368269616;0,07;0,516365311;0,524355377;1723,063671;55172,32877;0,858597774;1,188504551;160,6901819;0,936179079;0,985767301;5,154470304;78,42916595;764,6300477;0,864876735;Okay
WX1527;07.08.2023;2,444056694;0,05;0,453097327;0,232747143;1565,56198;55825,07045;1,086208789;1,386665976;164,5197526;0,711448581;0,985803976;5,091673961;79,0929224;1875,348264;0,891383126;Not Okay
WX1528;03.08.2023;0,988148139;0,08;0,410032188;0,850343164;1775,532794;55907,4334;0,877476682;1,916886467;165,5228027;0,717319487;0,994897133;5,197500257;78,62747649;2132,882276;0,86985823;Okay
WX1529;02.08.2023;1,053441754;0,07;0,331310828;0,884187515;1749,779866;55838,86756;1,103067015;1,870110896;150,7375248;0,987728754;0,979171978;5,00365108;80,98062003;837,2988979;0,822863788;Okay
WX1530;02.08.2023;0,525419898;0,08;0,454374691;0,838811126;1622,022973;55627,25954;1,041584392;1,65449199;168,0303156;0,831838757;0,969719014;5,066370111;81,41922366;-147,5022275;0,870229038;Okay
WX1531;03.08.2023;1,030734839;0,06;0,484708616;0,797324943;1603,739613;55926,38006;1,133316585;1,283983396;168,9041065;0,922065932;0,980397635;5,178541287;78,55960046;2916,013033;0,875823368;Okay
WX1532;06.08.2023;0,094944321;0,07;0,555396056;0,162059284;1699,946246;55961,467;1,05943631;1,373288016;169,2883618;0,962797149;0,971306651;5,033975385;78,26320726;551,0750008;0,864218293;Not Okay
WX1533;02.08.2023;1,808317752;0,08;0,383289262;0,783898493;1715,244924;55815,36365;1,154971046;1,653250417;168,7914296;0,814521723;0,98646394;5,091794486;79,27457944;1173,225957;0,881747138;Okay
WX1534;04.08.2023;0,418795168;0,07;0,56681876;0,862581519;1835,128633;55547,11464;1,297726086;1,560472535;178,7047262;0,864451503;0,991906699;5,148075576;78,08313842;863,8631139;0,856175826;Okay
WX1535;01.08.2023;2,732206813;0,05;0,440584157;0,541851582;1627,66236;55835,29908;0,980660623;1,560627338;171,2936278;0,959671799;0,986967797;5,099843822;78,64427666;1236,987226;0,883495085;Not Okay
WX1536;07.08.2023;0,573287088;0,05;0,448622941;0,718070251;1669,437507;55371,94071;1,058950527;1,423370968;159,5073321;0,879856902;0,967283665;5,076370928;81,97438381;817,6303257;0,84974538;Okay
WX1537;07.08.2023;0,192640179;0,06;0,624871977;0,628716513;1644,184043;55346,59142;0,761134476;1,090230656;174,3641871;0,756519271;0,985618169;5,004047213;79,51978528;475,6807983;0,848688705;Okay
WX1538;04.08.2023;1,487922619;0,05;0,252265159;0,330446499;1665,529058;55347,90744;1,27024596;1,121547577;162,9511485;0,879648905;1,010541619;5,158415235;81,77058699;2170,430906;0,874628767;Okay
WX1539;02.08.2023;0,224773082;0,07;0,377317106;0,570015847;1738,180673;55199,21824;1,057802062;1,835321431;151,8125351;0,989870569;0,975450458;5,1424075;79,04958304;1249,541483;0,902642202;Okay
WX1540;07.08.2023;1,751407335;0,07;0,504564556;0,811498761;1734,137872;55622,94486;0,761681169;1,884124003;169,4650508;0,995895887;0,978768505;5,182079932;77,86004445;2008,326642;0,894907152;Okay
WX1541;05.08.2023;4,306916161;0,07;0,4995029;0,497108224;1651,763781;55661,47815;0,940007004;1,893698969;161,4677483;0,972564817;0,980067215;5,181006914;80,57921431;13,63603577;0,880237234;Okay
WX1542;01.08.2023;1,890121726;0,06;0,329801549;0,572116274;1753,022819;55859,63962;0,748776154;1,474584988;177,9099244;0,916580396;0,983336704;5,170358734;78,97685775;1359,050596;0,891191831;Okay
WX1543;01.08.2023;0,028381336;0,05;0,450579295;0,52517098;1758,738767;55694,51075;0,998320487;1,935514081;160,2532615;0,96458943;0,973123258;5,072422505;80,54786483;339,134916;0,839288199;Okay
WX1544;07.08.2023;1,145006553;0,06;0,595801518;0,325923902;1721,297089;55779,93714;0,866231347;1,837717642;151,3505002;0,823069909;0,991938486;5,085846614;81,39504255;1969,502479;0,871098773;Okay
WX1545;03.08.2023;1,48598859;0,06;0,383716957;0,614930487;1689,991917;55688,83212;0,904167458;1,384160394;178,4035968;0,802522162;0,999447314;5,184698063;82,4858418;1406,683644;0,838155801;Okay
WX1546;07.08.2023;2,181989682;0,07;0,608075228;0,507576029;1532,733378;55697,04551;0,741446852;1,223014959;174,9715593;0,998487912;0,967993891;5,02986268;80,32132041;408,0256964;0,894147421;Okay
WX1547;03.08.2023;0,072039448;0,06;0,428383974;0,286036796;1727,33258;55340,54844;1,157445027;1,728565289;179,3804307;0,964646339;0,98003881;5,005100113;83,62351597;941,9433281;0,821963146;Okay
WX1548;07.08.2023;0,817667313;0,07;0,312707594;0,816302522;1799,333996;55965,88477;1,204676005;1,725304099;155,4303056;0,734375648;0,978786291;5,12899351;81,12854555;949,5092171;0,801783651;Okay
WX1549;05.08.2023;0,958144709;0,06;0,581908552;0,860036635;1590,437401;55638,79086;0,784081263;1,890179019;150,6364766;0,943030436;0,971205816;5,066132;80,18373711;1570,134192;0,888417303;Okay
WX1550;06.08.2023;0,231594689;0,08;0,525069178;0,144298124;1826,69077;55587,13652;1,150391498;1,050467089;178,5329751;0,703638415;0,995809032;5,039035701;81,23216459;-641,2649885;0,807499395;Okay
WX1551;01.08.2023;0,486589559;0,06;0,353406337;0,597879005;1746,30072;55847,21671;0,777141696;1,352569183;172,2696857;0,827936834;0,982268049;5,084387899;77,37353693;-1152,351554;0,845653268;Okay
WX1552;07.08.2023;0,725268142;0,06;0,445722102;0,432036552;1599,758803;55420,95605;0,751325082;1,034866964;175,7106408;0,725271139;0,977823846;5,048773734;79,88456974;-538,8552989;0,874474048;Not Okay
WX1553;05.08.2023;2,23877234;0,05;0,672496308;0,520763448;1568,439534;55096,2525;0,768455683;1,210368349;150,1187142;0,8105166;0,969334732;5,05449472;78,14759056;2204,800446;0,918881175;Okay
WX1554;03.08.2023;3,313540385;0,06;0,565835234;0,399063781;1603,06861;55240,10257;0,719070343;1,399605981;169,7109448;0,943055213;0,981014644;5,041553794;81,53822302;1663,543853;0,855996299;Okay
WX1555;03.08.2023;1,237498385;0,07;0,611538606;0,479486787;1818,816161;55808,09169;0,925644768;1,123070052;171,3404253;0,74501818;0,979806611;5,152529048;80,68560158;-239,6321847;0,886879795;Okay
WX1556;01.08.2023;0,628045279;0,07;0,386168233;0,358747147;1605,214987;55731,81438;1,271753204;1,822286191;160,3038925;0,805519817;0,989708038;5,192515202;78,56557784;2328,32015;0,902728534;Okay
WX1557;04.08.2023;0,366339073;0,06;0,622527845;0,194082622;1786,953962;55117,18878;1,239552937;1,202881443;164,2029333;0,776601752;0,985076846;5,127663537;77,02655085;824,827059;0,897337905;Okay
WX1558;07.08.2023;5,031152639;0,06;0,357604699;0,341626109;1729,24294;55069,65272;0,899144287;1,411338161;153,9856623;0,739007273;0,989744771;5,1112888;80,67369781;1021,347257;0,905514958;Okay
WX1559;02.08.2023;5,094648731;0,07;0,36076808;0,636265811;1729,675135;55621,90619;1,17678863;1,801679627;152,4003444;0,990749853;0,980571258;5,177605328;77,89918429;1677,773909;0,866148649;Okay
WX1560;03.08.2023;3,23744982;0,06;0,583511931;0,140305218;1858,091715;55938,64825;1,1947515;1,116725728;174,3154726;0,830250795;0,991514287;5,004520367;80,09362541;-510,3599503;0,919220848;Okay
WX1561;06.08.2023;1,925293037;0,06;0,366891957;0,406185909;1867,385391;55174,92068;0,791235049;1,619620262;174,6653837;0,706542171;0,984942895;5,042782627;82,77926799;1187,068087;0,906802386;Okay
WX1562;06.08.2023;0,492747669;0,08;0,651756095;0,133839334;1725,501759;55549,02216;0,837673175;1,940513098;156,9072711;0,903261158;0,995874959;5,092764744;80,96149323;1056,411393;0,839808944;Okay
WX1563;03.08.2023;2,12283971;0,06;0,374759012;0,385013015;1527,42204;55811,96744;1,114297376;1,454287789;174,5054598;0,857463592;0,968986003;5,02107064;78,15892448;-145,9722459;0,858265484;Okay
WX1564;04.08.2023;0,656986373;0,07;0,402793767;0,170089353;1567,697547;55528,69265;0,858418485;1,240129753;160,9230059;0,945943029;0,985217792;5,079046641;79,85093733;1377,721328;0,848760655;Okay
WX1565;04.08.2023;0,49459107;0,07;0,615317156;0,371712078;1898,440331;55351,1264;1,262891751;1,943200886;158,6690209;0,809097154;0,974262397;5,076396121;80,62560568;603,7479845;0,877794394;Okay
WX1566;05.08.2023;1,707454834;0,07;0,437924789;0,770470156;1556,568829;55790,57311;0,838427403;1,054184737;173,7652936;0,973131185;0,980107019;5,189318079;79,95942038;797,4178052;0,876404852;Okay
WX1567;06.08.2023;0,103756893;0,07;0,579515482;0,590726961;1850,847745;55771,22595;1,179487294;1,311597596;171,2002275;0,708365027;0,988482587;5,032779332;80,65141964;156,7970536;0,815496587;Okay
WX1568;05.08.2023;0,062226894;0,05;0,388661364;0,645835539;1726,970858;55830,48539;1,154860202;1,817335371;169,0538861;0,857282226;0,97644818;5,095168875;80,2076859;191,8418823;0,884823659;Okay
WX1569;06.08.2023;0,742654193;0,06;0,472339926;0,503040102;1547,885171;55945,10188;1,002255062;1,153936455;173,8655878;0,846631245;0,974328546;5,021599819;79,85710787;1444,983999;0,820402452;Okay
WX1570;07.08.2023;0,737423526;0,08;0,574086492;0,837905361;1886,191557;55150,63111;0,857965439;1,084083836;175,8948768;0,703540904;0,994216019;5,157057503;77,99343178;587,1437481;0,850193524;Okay
WX1571;07.08.2023;2,824935769;0,06;0,415427588;0,532926911;1889,804092;55340,78082;0,720315532;1,458006732;178,4588361;0,718998916;0,979126214;5,149855938;79,9033252;2560,89129;0,828114139;Okay
WX1572;02.08.2023;0,168562608;0,07;0,602272685;0,183435271;1758,451833;55985,98731;1,197030097;1,331771425;168,7055921;0,78633736;0,9858566;5,19369464;80,42052105;1696,038531;0,900290472;Okay
WX1573;07.08.2023;0,164465109;0,08;0,463971449;0,846482449;1663,321219;55594,53626;0,926653631;1,797159293;152,7283301;0,872428188;0,984817271;5,071597084;78,5160601;391,04846;0,889265114;Okay
WX1574;02.08.2023;0,199408088;0,07;0,512009117;0,206450694;1755,149486;55670,12994;0,904066146;1,337144669;160,6149614;0,761959407;0,982601014;5,19790973;80,87436476;1058,074597;0,899992126;Not Okay
WX1575;07.08.2023;0,037734186;0,06;0,399733748;0,899336273;1763,659257;55884,09525;0,726696244;1,669825099;153,9495784;0,75519163;0,977724969;5,138673307;79,34390516;3103,568678;0,863325599;Okay
WX1576;01.08.2023;0,09304314;0,05;0,422963826;0,448307409;1761,298069;55691,0441;0,790797596;1,560194342;153,647198;0,740749647;0,997048006;5,016669806;80,98922652;1157,141948;0,821208277;Okay
WX1577;07.08.2023;1,348033737;0,06;0,415585764;0,158788374;1808,031488;55683,23364;0,920749237;1,596993005;179,6737256;0,978374121;0,989143197;5,008159643;80,26102515;272,9442481;0,86006583;Not Okay
WX1578;05.08.2023;0,706127891;0,06;0,439102673;0,791281684;1528,20067;55104,50299;1,114497749;1,51114164;155,5457262;0,86941317;0,976793332;5,024344586;78,2217956;340,4701966;0,905036764;Okay
WX1579;03.08.2023;1,80280371;0,08;0,654620305;0,174306321;1543,062606;55506,84093;0,824397106;1,135460753;172,1371137;0,773889663;0,96851532;5,000048623;81,209584;-1603,509728;0,904126652;Okay
WX1580;05.08.2023;6,132458783;0,07;0,612078991;0,239545857;1618,766987;55673,19343;0,798166471;1,062033873;173,4542393;0,991364584;0,96796727;5,138580389;78,84746731;136,4350296;0,820719633;Okay
WX1581;03.08.2023;1,344968139;0,07;0,545179958;0,433877642;1646,870723;55807,29174;0,857377829;1,543898427;164,741838;0,822508725;0,984961399;5,191543025;80,1054337;223,2178603;0,873032686;Okay
WX1582;04.08.2023;0,064716197;0,06;0,434138176;0,640949017;1767,972799;55413,2381;0,870060135;1,649423808;150,138366;0,733648684;0,994852101;5,008702555;81,86536513;2201,224541;0,878943535;Okay
WX1583;05.08.2023;0,138054076;0,05;0,415792105;0,196912013;1572,187524;55123,53505;0,945989672;1,725328511;171,8313296;0,853313956;0,96504986;5,03966569;79,91104837;934,5421715;0,877144465;Okay
WX1584;04.08.2023;2,660832641;0,06;0,403038571;0,598100147;1727,232288;55365,82563;0,916561534;1,722140673;178,562054;0,830507341;0,958221337;5,191991357;79,61365502;1017,553104;0,807937202;Okay
WX1585;02.08.2023;0,937136186;0,06;0,469616626;0,724309106;1577,842601;55429,73535;0,744354211;1,740311772;173,0922245;0,885280418;0,964997815;5,04979251;79,1690072;315,5495582;0,814447279;Okay
WX1586;02.08.2023;2,177549025;0,06;0,528012921;0,198796883;1649,304247;55751,00896;1,070747251;1,020322015;165,8573646;0,909728728;1,000036984;5,171307778;77,35326183;-402,3168117;0,84914683;Okay
WX1587;01.08.2023;2,427754226;0,06;0,561427156;0,61805649;1892,909599;55019,7809;0,778277763;1,223497895;167,6259066;0,803799478;0,986189985;5,039156127;78,37927418;1980,064866;0,909400492;Okay
WX1588;07.08.2023;3,283223861;0,06;0,501440817;0,867100705;1876,193742;55385,79782;1,221058647;1,72959123;154,7529135;0,751355465;0,977205593;5,19384998;79,9898159;2495,950056;0,830495404;Okay
WX1589;05.08.2023;3,740402755;0,06;0,556544812;0,873916029;1900,303651;55447,88362;1,215708307;1,123581778;176,5044476;0,824068605;0,965776968;5,07791711;79,17270085;369,3486206;0,829647349;Okay
WX1590;04.08.2023;1,011612006;0,08;0,59359513;0,229330083;1748,396174;55550,1156;0,743432548;1,186580774;167,9102432;0,851467911;0,98030152;5,141230369;81,22266238;2501,7487;0,850223995;Okay
WX1591;03.08.2023;0,521327944;0,06;0,462824393;0,707763269;1710,54609;55969,99949;0,947859389;1,659602162;157,4449875;0,83989517;0,974862062;5,188967836;79,17631603;376,1631752;0,884072474;Okay
WX1592;02.08.2023;4,083274361;0,07;0,609838014;0,777305948;1856,544227;55740,60206;0,986128827;1,808178034;153,0131193;0,710154853;0,971884688;5,055450119;78,77720314;2374,479555;0,84867522;Not Okay
WX1593;07.08.2023;0,990950875;0,06;0,401626648;0,81117059;1533,459249;55222,42926;1,29752086;1,162481586;158,029689;0,938276961;0,98266755;5,086348404;81,03882591;1069,653668;0,910342268;Okay
WX1594;02.08.2023;0,083012303;0,06;0,558638192;0,358945135;1910,948767;55633,66231;0,850755467;1,550827534;172,9853473;0,802950151;0,956179793;5,054713999;80,16402047;965,5790455;0,911354614;Okay
WX1595;03.08.2023;1,286742229;0,06;0,503196409;0,31609476;1694,196389;55346,12805;1,081570147;1,181344301;178,6560035;0,787877116;0,990333505;5,097742012;79,42354689;2542,343588;0,913867239;Okay
